"","id","new_score"
"1",1178,31.0216335729916
"2",4954,23.3050000173274
"3",1269,29.9575733989258
"4",5269,33.2489750368282
"5",143,31.1685025433135
"6",2531,28.713522477294
"7",3219,31.4117032201336
"8",967,31.7126629679084
"9",4567,25.9660265125287
"10",5281,31.6072536374317
"11",4662,29.5290284770613
"12",3001,23.5226753744627
"13",3508,32.3368189841242
"14",2266,28.2528632139866
"15",218,27.5878761497593
"16",5501,30.3142517627765
"17",3789,31.1557037926338
"18",2262,27.2274256693877
"19",1108,26.2449255580141
"20",4679,27.5999977464558
"21",674,29.5079739389381
"22",5547,31.7025158626584
"23",1395,28.509046549891
"24",3936,26.9689758696759
"25",3706,22.3600212202303
"26",415,34.4934577565736
"27",4471,37.7467232116024
"28",4880,28.1683200557776
"29",4335,32.6529352070625
"30",1870,25.3341846490978
"31",4115,29.2282727775251
"32",2459,27.3375996727619
"33",797,28.4185976245234
"34",2918,29.9689013348516
"35",1389,28.8627894410413
"36",1927,27.1083100267743
"37",2242,28.8939399947396
"38",3284,31.1396844837314
"39",650,31.0396885652134
"40",4396,28.5758960920347
"41",4877,20.3328873394271
"42",1487,31.6429132615818
"43",58,35.8108420887773
"44",1820,31.0490738711662
"45",5323,28.5992713783072
"46",4795,29.0292924496822
"47",5040,25.1724738190738
"48",1832,31.6250091547467
"49",1314,27.0101672686837
"50",2296,30.9699647097435
"51",3280,27.0053615192652
"52",2111,30.3173128155522
"53",4642,28.2089951422364
"54",5817,27.972661769548
"55",2632,28.3255031284265
"56",1248,29.9754782808485
"57",611,30.4199803015181
"58",3472,31.8842947832246
"59",422,35.7863038146276
"60",5463,33.6046491439416
"61",2362,27.1779606289621
"62",1441,29.0361814238038
"63",2329,25.6578031895631
"64",2937,22.4605929361541
"65",3173,26.0594691085308
"66",968,30.8703825794503
"67",3270,31.6279966963239
"68",4482,36.7439276801013
"69",4738,30.1517402411158
"70",1010,33.2428126142918
"71",1888,24.4901522316981
"72",1414,29.195963486641
"73",4136,26.7816750471641
"74",5178,32.0131472255819
"75",1143,26.2484727037082
"76",1172,26.6728225666827
"77",321,28.4191585886839
"78",206,27.5888470469222
"79",4815,28.3377935390604
"80",5191,30.7322186290577
"81",418,33.6634326751534
"82",2838,27.5181827725045
"83",523,28.177615998082
"84",1332,24.8931531880996
"85",1787,33.6002675092725
"86",200,25.5337443336199
"87",4985,38.3360650905575
"88",1894,25.6866932554252
"89",1557,28.9338049090557
"90",1410,28.6690888378507
"91",4191,29.5495799262338
"92",2634,27.0367803979609
"93",4801,28.5450954174105
"94",3914,29.8822822584315
"95",3165,24.743802149673
"96",16,32.3188688885575
"97",1432,30.5857515866454
"98",146,30.9478748691706
"99",3824,25.6054321857334
"100",5169,31.2621579717172
"101",1615,28.0558918176761
"102",1205,28.366324608424
"103",1047,31.8770510486546
"104",4895,24.1956682341149
"105",1338,29.0474616567471
"106",1666,30.7217671381602
"107",5845,30.455100237258
"108",3530,32.1440749795366
"109",2300,26.3539028268627
"110",3949,27.030511525208
"111",1144,28.2371475489208
"112",4613,28.1674796534487
"113",5590,33.1266672011659
"114",3449,32.4228218797911
"115",1954,25.4087541619478
"116",632,35.3155914797154
"117",5208,33.8046051036516
"118",4512,35.9844664598646
"119",1087,26.1923732500731
"120",4179,27.4691898791353
"121",357,28.9254178709897
"122",5572,28.5300801807275
"123",4009,27.7102463839528
"124",3417,31.4573765423367
"125",2109,26.9974661434228
"126",1377,25.3491650362744
"127",3594,27.9958128232551
"128",2728,23.3210411030602
"129",1627,30.3672441846559
"130",4767,29.9110621919242
"131",323,30.8193222223817
"132",4558,26.7318515226182
"133",1864,28.662250716273
"134",2776,29.1958103151092
"135",4890,14.8947494143812
"136",989,34.3516528880793
"137",2903,31.1778577173127
"138",5575,34.3802089511774
"139",1345,25.7375411408181
"140",4228,28.8904880516487
"141",2805,27.1683209341484
"142",5186,29.6983212796605
"143",5506,29.9034418285497
"144",3089,28.1636127505591
"145",4653,23.4891723172901
"146",3384,34.0550958587639
"147",3939,28.8946008617051
"148",345,29.9923733211645
"149",1678,34.1525289594109
"150",3780,27.4875233129867
"151",4902,40.107207938041
"152",5373,29.9546025023112
"153",4428,31.9634790306648
"154",3722,23.6842467890371
"155",4527,37.0708807196409
"156",2234,28.8433766158201
"157",3360,35.2455616003826
"158",5339,30.1701320697507
"159",2444,30.5074195012983
"160",4052,23.8669904063449
"161",1985,28.4209304499555
"162",4079,28.7748091052549
"163",2025,27.5677126306795
"164",1658,32.0642775135127
"165",5512,29.2282378069449
"166",2287,27.4800736480395
"167",5221,32.8175792853281
"168",3445,34.732831584324
"169",5147,27.7138500329497
"170",3106,25.3866127114476
"171",3809,29.2120422808358
"172",2821,28.6740745790013
"173",4480,35.7676498909001
"174",1987,26.2872165857769
"175",1932,25.5302295114079
"176",1312,27.8460124427102
"177",3131,26.3624115726739
"178",3210,27.8265337027205
"179",458,31.9284760627183
"180",1535,27.8565534780423
"181",470,33.8443775659918
"182",732,31.4281751709845
"183",439,34.4276723260439
"184",1873,30.9117001271541
"185",1792,29.1300388882111
"186",5136,30.0457035015554
"187",1731,34.0394814479315
"188",2434,25.5698041218383
"189",4300,31.3354118687848
"190",3704,30.7828892165226
"191",2371,28.2983144151189
"192",1916,24.7836418160998
"193",4002,26.759125336214
"194",2420,32.0218181919047
"195",2739,22.4440779056629
"196",260,27.1839249102476
"197",4279,31.538649705148
"198",2170,25.5236286230901
"199",1668,30.1185476621582
"200",5002,28.5053205954867
"201",4520,38.7287634084331
"202",934,32.7344346099363
"203",77,32.5068958109884
"204",3031,22.3071143325202
"205",2308,27.7218651202681
"206",878,27.5503609318243
"207",2992,22.6648263196012
"208",3288,29.2803419672208
"209",3463,31.4315035012594
"210",1602,31.792508118178
"211",194,22.6410021108856
"212",1216,30.8734006176121
"213",1355,28.2194971672211
"214",4408,37.5504624915101
"215",4130,27.2298687854234
"216",943,32.9917255216779
"217",3600,27.5551718732935
"218",9,30.8529915507377
"219",702,31.3192774533676
"220",491,31.9407706578813
"221",2533,25.6978717526429
"222",193,25.1246345542318
"223",116,28.0860544397149
"224",4719,29.4214402370776
"225",4812,29.0770358906949
"226",856,33.6842136426748
"227",2445,29.6688446105819
"228",1897,27.5790778969791
"229",1789,27.9727711560968
"230",563,29.9812161041202
"231",3778,30.5597298155095
"232",3153,24.2892034938052
"233",3727,24.3602270643483
"234",3900,31.0127847964755
"235",1368,31.9848643726472
"236",5751,27.1792008937942
"237",2008,30.092321855729
"238",5602,32.7778391211719
"239",4448,34.2579711681226
"240",2239,26.5728200228228
"241",2343,25.7877454489434
"242",2024,27.0738545815458
"243",3650,24.7983074715765
"244",5366,27.4758456252767
"245",3149,25.5181224193257
"246",2811,28.1664701431634
"247",5561,33.1890753581812
"248",2213,27.7940867105734
"249",4855,31.6355906528991
"250",876,27.6797929022855
"251",3770,26.7700711242567
"252",1898,20.6002626623279
"253",4268,31.671401177583
"254",3158,27.7270055808669
"255",4030,28.8716213089464
"256",4658,28.9257335489639
"257",3783,29.5180126920166
"258",5711,31.4335174597501
"259",1688,32.2714488445582
"260",3268,27.7970118580549
"261",2701,20.6360522020282
"262",5514,29.2147575270359
"263",2645,28.4409374782067
"264",215,23.974564705048
"265",3362,35.0911574167536
"266",3956,28.1053446956571
"267",3289,28.7175976790479
"268",2904,32.1297553383043
"269",1165,31.6081994506479
"270",580,30.1914700442898
"271",4149,24.526039319272
"272",4870,33.2334673129506
"273",3245,29.065617320011
"274",3235,26.4681738794176
"275",5110,27.9480346859069
"276",2263,31.9065471059661
"277",4720,24.7569144047616
"278",672,32.2283060009582
"279",3014,23.2371556697789
"280",1020,32.0046873280349
"281",3330,27.7718106646831
"282",5605,29.2151464355517
"283",3619,25.4357673760153
"284",3166,30.007744170058
"285",2264,31.0206616529409
"286",5686,32.8945429909265
"287",2487,26.6810641772252
"288",5400,30.8730330667418
"289",3656,20.9723588294947
"290",2292,28.8782896986673
"291",2787,23.4273164334567
"292",4418,38.9312913418744
"293",690,27.241822092909
"294",5793,32.5079628481939
"295",1128,27.6320622718266
"296",873,26.0281493784423
"297",4588,22.7541067238738
"298",5065,33.5489189395886
"299",1717,34.621983615044
"300",309,26.4660606061046
"301",2929,25.7458349150464
"302",3162,30.3197362925657
"303",4759,28.074464392377
"304",1064,25.5891119191888
"305",2214,29.2076103363828
"306",4661,28.7341037915753
"307",5824,28.5636425751001
"308",1543,23.1766953341515
"309",2469,24.5803141001403
"310",5080,39.4227087669148
"311",5259,35.8244481437667
"312",3969,30.979829575526
"313",665,28.2344776138921
"314",5106,37.1870405793459
"315",1607,31.8913858681455
"316",3251,30.0358571243252
"317",5174,32.3594980851884
"318",62,29.333220357016
"319",544,29.9926666335303
"320",5294,24.5971300666186
"321",3887,28.6069057606695
"322",2635,28.3422870224669
"323",5418,32.2722762681637
"324",4693,26.4864759945376
"325",620,31.6897632447228
"326",4652,26.8001396458075
"327",5596,32.2199968589475
"328",2626,30.6724085080048
"329",4391,34.6146673127633
"330",5396,30.3370607782826
"331",1896,29.1073896888921
"332",1647,35.0833707637005
"333",5819,31.5749356674685
"334",4577,27.0535338246186
"335",1036,32.9345301373704
"336",5144,32.8141008706514
"337",2476,25.0336643250863
"338",2960,24.6335415042887
"339",1074,28.6631725552405
"340",278,27.3622614098928
"341",4695,36.3814869438854
"342",2936,25.7170671084999
"343",2935,23.6670074811551
"344",2467,25.6774653321605
"345",654,31.0143884863154
"346",4034,35.3633580983243
"347",1133,28.6376188995081
"348",886,28.7947175764904
"349",4424,30.3678611115581
"350",1490,31.9666696421608
"351",5168,33.6289887268669
"352",1948,32.0340100158741
"353",247,27.6811647102151
"354",4437,36.204312752812
"355",5197,28.4289151034093
"356",1783,30.1765593114922
"357",4733,27.7656619096837
"358",4781,26.8250416388097
"359",74,28.9263076782135
"360",4476,39.399737653363
"361",2419,32.354639680839
"362",3581,34.3457593260961
"363",4430,33.1166127004418
"364",5032,27.3101707171866
"365",1540,27.2133842914039
"366",2669,26.2760575420034
"367",4470,35.0308528698652
"368",4404,36.0520946983462
"369",1141,25.7480643021252
"370",2298,26.7936462532549
"371",1574,26.3407785575981
"372",5298,26.8221018304856
"373",4499,35.1022521256787
"374",1025,33.4133200748516
"375",3051,28.4219349890893
"376",4754,27.0192048590229
"377",2954,24.334242428085
"378",1680,27.5995543455464
"379",4918,16.0977895649804
"380",3121,27.1417032485331
"381",4047,29.091285068857
"382",1166,27.0277241926091
"383",1623,29.7009134321048
"384",5352,29.6329653455647
"385",2536,26.8600430537304
"386",1510,26.8185391492888
"387",3473,31.6729281526338
"388",63,25.0470694585063
"389",2941,21.8402376923124
"390",4056,28.692440558479
"391",3613,27.9230768686681
"392",3931,27.9499971152216
"393",3334,25.3789570112489
"394",2470,25.394503862706
"395",5195,28.702969851303
"396",1275,27.9599005960619
"397",445,31.163821391324
"398",5148,31.7203825062939
"399",3459,35.5410621419293
"400",1459,31.4643747891529
"401",4429,35.0383491772071
"402",1856,27.0989873737688
"403",4440,38.1543905300678
"404",3997,30.2003555130406
"405",2867,30.0033306629384
"406",3762,27.7932194754825
"407",2322,27.780223969809
"408",2984,21.8341289608485
"409",5560,31.1323893874323
"410",5210,33.8408913649043
"411",2846,31.8562673018625
"412",5292,23.6219642192101
"413",3385,32.8059466540334
"414",3116,31.2532142400525
"415",158,28.6221911092866
"416",5243,33.2556562158858
"417",4379,33.6454630830027
"418",3977,27.9616131323941
"419",5782,28.7387296233117
"420",4951,49.9254685654191
"421",226,24.7812206838762
"422",1270,26.6878949306728
"423",5130,31.678864698058
"424",694,34.58737094824
"425",3635,23.6437925870114
"426",2563,29.3610864226157
"427",4536,32.9770828130674
"428",3950,28.1839275668884
"429",2837,33.3647854453535
"430",4547,30.1850393130204
"431",1044,33.4374977297285
"432",1816,28.5436619205385
"433",4306,32.3497780402739
"434",1498,31.3196258833923
"435",3731,27.3853377212105
"436",2441,27.2134943707857
"437",5187,32.5680706951683
"438",2842,32.0358658907062
"439",4387,33.7141717309775
"440",5499,32.0709216162457
"441",2091,23.6221570361254
"442",1972,25.7177377278897
"443",2133,28.5580382102514
"444",4692,26.2508780667707
"445",5529,30.6352233532955
"446",5604,29.1674966696482
"447",859,30.8754250425238
"448",3043,28.0814946069501
"449",5407,31.8368820926031
"450",1452,28.739605546617
"451",474,31.5141062136448
"452",4178,30.5750075959543
"453",3886,31.7461056052781
"454",4581,26.5823605348241
"455",1516,28.0155563196076
"456",1145,27.950545969997
"457",4921,43.4510337687751
"458",2489,32.1582351801594
"459",339,29.5199183791214
"460",3561,32.9918126026507
"461",5479,34.5815779502229
"462",5571,33.0269848296081
"463",575,32.1759000522925
"464",3252,30.7694427808881
"465",515,30.1622764080097
"466",3746,27.8865108789607
"467",361,32.3656271207948
"468",1583,27.3061823439364
"469",2517,26.091748797795
"470",1353,29.15483716124
"471",2693,24.6762013835294
"472",3109,24.2869161969848
"473",2065,21.5450637793604
"474",5117,27.8857314714208
"475",5491,28.9930463559159
"476",2117,24.7048042358497
"477",3705,28.7074601471959
"478",2046,26.303371407164
"479",5033,35.8452593399159
"480",3359,33.9530578869707
"481",2841,30.6680049428096
"482",3247,29.3497099150571
"483",1126,27.2139020942266
"484",802,27.32221892258
"485",3169,24.6926025835788
"486",211,29.8713483233563
"487",4737,27.5331745647384
"488",1749,34.4254571991588
"489",2973,20.9102126796517
"490",5777,32.154134470242
"491",1677,31.2174043896243
